Title,Company,Experience,Location,Salary,Salary (L),min Salary (L),max Salary (L),avg salary (L),Experience (yrs),min Experience (yrs),max Experience (yrs),avg Experience (yrs)
Azure Databricks with Pyspark,Cognizant,5-10 Yrs,"Hybrid - Chennai, Tamil Nadu",5-15 Lacs PA,5-15 ,5,15 ,10.0,5-10 ,5,10 ,7.5
Hadoop Administrator - Cluster Management,Ample Softech Systems,0-5 Yrs,"Pune, Maharashtra",9-15 Lacs PA,9-15 ,9,15 ,12.0,0-5 ,0,5 ,2.5
Alteryx Designer - Platform Solutions Group,Oxane Partners India Pvt. Ltd.,0-4 Yrs,Gurgaon/Gurugram(Sohna Road),10-14 Lacs PA,10-14 ,10,14 ,12.0,0-4 ,0,4 ,2.0
Senior System Engineer (Hyderabad),Qween,8-13 Yrs,Hybrid - Hyderabad/Secunderabad,20-35 Lacs PA,20-35 ,20,35 ,27.5,8-13 ,8,13 ,10.5
QA Automation Engineer,Selective Global Search,3-5 Yrs,Bangalore/Bengaluru,10-18 Lacs PA,10-18 ,10,18 ,14.0,3-5 ,3,5 ,4.0
QA Automation Engineer,Selective Global Search,3-5 Yrs,Bangalore/Bengaluru,10-18 Lacs PA,10-18 ,10,18 ,14.0,3-5 ,3,5 ,4.0
NLP Engineer,Black And White Business Solutions,4-9 Yrs,Hybrid - Bangalore/Bengaluru,14-24 Lacs PA,14-24 ,14,24 ,19.0,4-9 ,4,9 ,6.5
Machine learning Engineer -Computer vision,Mavenai Technologies,3-5 Yrs,"Chennai, Tamil Nadu",5-12 Lacs PA,5-12 ,5,12 ,8.5,3-5 ,3,5 ,4.0
Remote - ML Ops Engineer,thinkbridge Software,4-6 Yrs,Remote,12-18 Lacs PA,12-18 ,12,18 ,15.0,4-6 ,4,6 ,5.0
Urgent Hiring For - Machine Learning Engineer ( NLP ),Sourcedesk Global,4-9 Yrs,Remote,20-35 Lacs PA,20-35 ,20,35 ,27.5,4-9 ,4,9 ,6.5
Test Lead,Jet2 Travel Technologies,9-13 Yrs,Pune,30-40 Lacs PA,30-40 ,30,40 ,35.0,9-13 ,9,13 ,11.0
Automation Lead (Marine),Smart Ship Hub Digital India,8-12 Yrs,"Pune, Maharashtra",8-12 Lacs PA,8-12 ,8,12 ,10.0,8-12 ,8,12 ,10.0
PEGA Senior Developer /5-7years / Chennai/ Noida,Wize Careers Consultants,5-7 Yrs,"Noida, Uttar Pradesh, Chennai",10-17 Lacs PA,10-17 ,10,17 ,13.5,5-7 ,5,7 ,6.0
AEM Business Analyst,Thinkapps Solutions,6-11 Yrs,"Hybrid - Noida, Hyderabad/Secunderabad, Pune",10-20 Lacs PA,10-20 ,10,20 ,15.0,6-11 ,6,11 ,8.5
Business Analyst / PMO - Agile Practitioner - Scrum,Smart Pro,4-9 Yrs,"Madurai, Tamil Nadu, Chennai, Tamil Nadu, Tiruchirapalli/ Trichy, Tamil Nadu",14-24 Lacs PA,14-24 ,14,24 ,19.0,4-9 ,4,9 ,6.5
Senior Snowflake - DBT Developer,SK It Shoulders,7-12 Yrs,Hybrid - Chennai,12-22 Lacs PA,12-22 ,12,22 ,17.0,7-12 ,7,12 ,9.5
Senior SQL Developer,S&P Global Market Intelligence,6-10 Yrs,"Hybrid - Hyderabad/ Secunderabad, Telangana",22.5-25 Lacs PA,22.5-25 ,22.5,25 ,23.75,6-10 ,6,10 ,8.0
Business Analyst,AR Consultancy Services,2-5 Yrs,"Noida, Ahmedabad",5-10 Lacs PA,5-10 ,5,10 ,7.5,2-5 ,2,5 ,3.5
Business Analyst (BBPS),Qween,3-6 Yrs,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",16-20 Lacs PA,16-20 ,16,20 ,18.0,3-6 ,3,6 ,4.5
Business Analyst - Pune - VimanNagar,Quloi,5-10 Yrs,Hybrid - Pune(Viman Nagar),4-9 Lacs PA,4-9 ,4,9 ,6.5,5-10 ,5,10 ,7.5
Business Analyst,Vipsa Talent Solutions,3-5 Yrs,Hybrid - Gurgaon/Gurugram,12-15 Lacs PA,12-15 ,12,15 ,13.5,3-5 ,3,5 ,4.0
Business Analyst / FX Confirmation / IC Role.,Live Connections,7-10 Yrs,Hyderabad/Secunderabad,14-18 Lacs PA,14-18 ,14,18 ,16.0,7-10 ,7,10 ,8.5
Urgent opening For Scrum Master/ Business Analyst 1 -Immediate Joinner,Boyen Haddin,6-10 Yrs,Pune,13-20 Lacs PA,13-20 ,13,20 ,16.5,6-10 ,6,10 ,8.0
Business Analyst,Avian Hr Consultancy,2-5 Yrs,Delhi / NCR,3-6 Lacs PA,3-6 ,3,6 ,4.5,2-5 ,2,5 ,3.5
Business Analyst,Bhagat Hr Services,3-5 Yrs,Pune,4.5-6 Lacs PA,4.5-6 ,4.5,6 ,5.25,3-5 ,3,5 ,4.0
Business Analyst,Eppeok Solutions,7-8 Yrs,Mohali,6-8 Lacs PA,6-8 ,6,8 ,7.0,7-8 ,7,8 ,7.5
Analyst - LCMS / GCMS,Tentamus India Pvt Ltd,3-5 Yrs,Hyderabad/Secunderabad(Kompally),3-6 Lacs PA,3-6 ,3,6 ,4.5,3-5 ,3,5 ,4.0
Business Analyst,Kiash Solution Llp,4-8 Yrs,Hyderabad/Secunderabad,16-17 Lacs PA,16-17 ,16,17 ,16.5,4-8 ,4,8 ,6.0
Conflict Analyst,Invicta India,2-4 Yrs,North Goa,3-4 Lacs PA,3-4 ,3,4 ,3.5,2-4 ,2,4 ,3.0
Business Analyst,Excel Hr Solutions,1-2 Yrs,"Mumbai(Bandra Kurla Complex), Thane, Navi Mumbai",4.25-4.5 Lacs PA,4.25-4.5 ,4.25,4.5 ,4.375,1-2 ,1,2 ,1.5
HIRING For FULLSTACK DEVELOPER-FULLTIME-IMMEDIATE POSITION,3minds Esolutions,4-9 Yrs,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",50000-2.25 Lacs PA,0.5-2.25 ,0.5,2.25 ,1.375,4-9 ,4,9 ,6.5
ADF Developer,Coforge,4-9 Yrs,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Greater Noida, Mumbai (All Areas)",15-30 Lacs PA (Including Variable: 7.5%),15-30  ,15,30  ,22.5,4-9 ,4,9 ,6.5
Ai-ml Customer Facing Architect / Product Manager,Tech Mahindra,15-25 Yrs,"Hyderabad/Secunderabad, Pune",25-30 Lacs PA,25-30 ,25,30 ,27.5,15-25 ,15,25 ,20.0
Kafka Developer - spark streaming,Coforge,6-11 Yrs,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Greater Noida, Mumbai (All Areas)",15-25 Lacs PA,15-25 ,15,25 ,20.0,6-11 ,6,11 ,8.5
Hiring For Snowflake Developer || Coforge Limited,Coforge,3-8 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Greater Noida",13-23 Lacs PA (Including Variable: 5.0%),13-23  ,13,23  ,18.0,3-8 ,3,8 ,5.5
Snowflake Developer,3minds Esolutions,4-9 Yrs,Remote,50000-2.25 Lacs PA,0.5-2.25 ,0.5,2.25 ,1.375,4-9 ,4,9 ,6.5
Azure Stack Engineers_HCL_6+ years_Noida and Hyd,HCLTech,5-10 Yrs,"Noida, Hyderabad/Secunderabad",13-23 Lacs PA,13-23 ,13,23 ,18.0,5-10 ,5,10 ,7.5
Ai/ml,Tech Mahindra,6-10 Yrs,Pune,15-27.5 Lacs PA,15-27.5 ,15,27.5 ,21.25,6-10 ,6,10 ,8.0
Gulf: Microsoft Power BI Developer x5 positions,Spectrum Consulting - London,2-4 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",10-20 Lacs PA,10-20 ,10,20 ,15.0,2-4 ,2,4 ,3.0
Java Developer,Sahara India Pariwar,4-9 Yrs,"Lucknow, Uttar Pradesh",6-9.5 Lacs PA,6-9.5 ,6,9.5 ,7.75,4-9 ,4,9 ,6.5
RAN Engineer_Chennai_9+ years,HCLTech,9-14 Yrs,Chennai,15-30 Lacs PA,15-30 ,15,30 ,22.5,9-14 ,9,14 ,11.5
Openings For Python Developer - Chennai,Relevantz Technology Services,5-8 Yrs,"Pondicherry/Puducherry, Chennai, Bangalore/Bengaluru, Tamilnadu",10-17 Lacs PA,10-17 ,10,17 ,13.5,5-8 ,5,8 ,6.5
Talend Developer contract Position,Nexplace Info,5-8 Yrs,Pune,8-14 Lacs PA,8-14 ,8,14 ,11.0,5-8 ,5,8 ,6.5
BI Developer,Allegis Group,3-5 Yrs,Hybrid - Mohali,6-15 Lacs PA,6-15 ,6,15 ,10.5,3-5 ,3,5 ,4.0
Associate Manager ( Power BI + AWS ) MNC American Co.,Authentic Staffing Agency,3-5 Yrs,"Bangalore/ Bengaluru, Karnataka",15-20 Lacs PA,15-20 ,15,20 ,17.5,3-5 ,3,5 ,4.0
Database Support Engineer,Genesis Hr Services,2-4 Yrs,"Pune, Bangalore/Bengaluru",1.5-3.25 Lacs PA,1.5-3.25 ,1.5,3.25 ,2.375,2-4 ,2,4 ,3.0
Software Engineer II Perl with Python,S&P Global Market Intelligence,3-6 Yrs,Hybrid - Hyderabad/Secunderabad,8-18 Lacs PA,8-18 ,8,18 ,13.0,3-6 ,3,6 ,4.5
Immediate Hiring || Machine Learning Engineer || Webcardio,Gadgeon Smart Systems,3-8 Yrs,"Kochi/ Cochin, Kerala, Ernakulam, Kerala",8-18 Lacs PA,8-18 ,8,18 ,13.0,3-8 ,3,8 ,5.5
Bigdata Engineer(Spark and Scala),Peoplelogic Business Solutions,4-9 Yrs,Hybrid - Pune,10-20 Lacs PA,10-20 ,10,20 ,15.0,4-9 ,4,9 ,6.5
Machine Learning Engineer,Jotwani Associates,2-5 Yrs,New Delhi,12-16 Lacs PA,12-16 ,12,16 ,14.0,2-5 ,2,5 ,3.5
Product Analyst,Comviva Technology,2-4 Yrs,Hybrid - Delhi / NCR,7.5-11 Lacs PA,7.5-11 ,7.5,11 ,9.25,2-4 ,2,4 ,3.0
Senior Technical Architect,Infocredit Services,11-14 Yrs,Hyderabad/Secunderabad(Gachibowli),45-55 Lacs PA,45-55 ,45,55 ,50.0,11-14 ,11,14 ,12.5
Hiring For Merkle DB ETL Developer,Ugam Solutions Sez,5-8 Yrs,"Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)",5-15 Lacs PA,5-15 ,5,15 ,10.0,5-8 ,5,8 ,6.5
SQL Specialist,Systechcorp Inc,3-5 Yrs,Bangalore/Bengaluru,1-3 Lacs PA,1-3 ,1,3 ,2.0,3-5 ,3,5 ,4.0
Job Opportunity as Pega Developer/Pega System Architect,Luxoft,5-10 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru",15-30 Lacs PA,15-30 ,15,30 ,22.5,5-10 ,5,10 ,7.5
Hadoop Developer,Sightspectrum,3-8 Yrs,"Chennai, Bangalore/Bengaluru",12-20 Lacs PA,12-20 ,12,20 ,16.0,3-8 ,3,8 ,5.5
Solution Architect,UST,10-15 Yrs,"Hybrid - Hyderabad/ Secunderabad, Telangana, Chennai, Bangalore/Bengaluru",25-30 Lacs PA,25-30 ,25,30 ,27.5,10-15 ,10,15 ,12.5
Microsoft Power BI Developer x3 positions,Spectrum Consulting - London,2-4 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",10-20 Lacs PA,10-20 ,10,20 ,15.0,2-4 ,2,4 ,3.0
Hiring : Java Full Stack : Hyd & Blore,Innominds Software,5-9 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru",16-20 Lacs PA,16-20 ,16,20 ,18.0,5-9 ,5,9 ,7.0
Artificial Intelligence Engineer/Machine Learning Engineer,Career Tree Hr Solutions,5-10 Yrs,Delhi / NCR,15-25 Lacs PA,15-25 ,15,25 ,20.0,5-10 ,5,10 ,7.5
Machine Learning Engineer,Paxcom India,2-5 Yrs,"New Delhi, Delhi",14-22.5 Lacs PA,14-22.5 ,14,22.5 ,18.25,2-5 ,2,5 ,3.5
Machine Learning Engineer,KP Hr And Infra Services,4-6 Yrs,Pune(Senapati Bapat Road),5-9 Lacs PA,5-9 ,5,9 ,7.0,4-6 ,4,6 ,5.0
Machine Learning Engineer(at least 4 years should Be relevant in ML),Meera Hr Verticals,4-6 Yrs,Hybrid - Pune(Senapati Bapat Road),10-13 Lacs PA,10-13 ,10,13 ,11.5,4-6 ,4,6 ,5.0
Machine learning Engineer,The Fastest Media Company,2-7 Yrs,Ahmedabad,3-6 Lacs PA,3-6 ,3,6 ,4.5,2-7 ,2,7 ,4.5
Sr. SQL ETL Developer,Post A Resume,15-20 Yrs,Gandhinagar,18-30 Lacs PA,18-30 ,18,30 ,24.0,15-20 ,15,20 ,17.5
Ui Ux Designer Consultant,EXL,4-8 Yrs,"Hybrid - Pune, Bangalore/Bengaluru, Delhi / NCR",10-18 Lacs PA,10-18 ,10,18 ,14.0,4-8 ,4,8 ,6.0
Opportunity For IBM BPM Developer with D4Insight - Dubai,D4 Insight,5-10 Yrs,"Dubai, Chennai, Bangalore/Bengaluru",14-24 Lacs PA,14-24 ,14,24 ,19.0,5-10 ,5,10 ,7.5
Python+AWS,Krazy Mantra,6-10 Yrs,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",12-19 Lacs PA,12-19 ,12,19 ,15.5,6-10 ,6,10 ,8.0
Azure Synapse + SQL+ Pyspark,Krazy Mantra,4-6 Yrs,Bangalore/Bengaluru,10-15 Lacs PA,10-15 ,10,15 ,12.5,4-6 ,4,6 ,5.0
Consultant - I,GUS EDUCATION INDIA,5-9 Yrs,Hyderabad/Secunderabad,15-19 Lacs PA,15-19 ,15,19 ,17.0,5-9 ,5,9 ,7.0
Solution Architect - Director,Course5 Intelligence,15-24 Yrs,"Hybrid - Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",35-80 Lacs PA,35-80 ,35,80 ,57.5,15-24 ,15,24 ,19.5
Snowflake FinOps consultant,Clairvoyant India,3-8 Yrs,"Hybrid - Pune, Maharashtra, Chennai, Bangalore/Bengaluru",50000-3 Lacs PA,0.5-3 ,0.5,3 ,1.75,3-8 ,3,8 ,5.5
Opening at Kpi partners For Spark streaming expert,KPI Partners,6-10 Yrs,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",15 Lacs PA,15 ,15 ,15 ,15 ,6-10 ,6,10 ,8.0
Hadoop Developer,Krazy Mantra,5-10 Yrs,"Hybrid - Pune, Bangalore/Bengaluru",12-22 Lacs PA,12-22 ,12,22 ,17.0,5-10 ,5,10 ,7.5
Python Full Stack Developer - Immediate joiners,Astreon Technologies,4-9 Yrs,Bangalore/Bengaluru(7th Phase JP Nagar),8-14 Lacs PA,8-14 ,8,14 ,11.0,4-9 ,4,9 ,6.5
Fullstack Developer,Allgovision Technologies,3-6 Yrs,Bangalore/Bengaluru,6-16 Lacs PA,6-16 ,6,16 ,11.0,3-6 ,3,6 ,4.5
Azure Databricks (Opening in MNC) (Bangalore),Krazy Mantra,4-6 Yrs,Bangalore/Bengaluru,8-16 Lacs PA,8-16 ,8,16 ,12.0,4-6 ,4,6 ,5.0
Power BI + SQL + ADF,Krazy Mantra,4-6 Yrs,Bangalore/Bengaluru,10-15 Lacs PA,10-15 ,10,15 ,12.5,4-6 ,4,6 ,5.0
AI Expert,Bhumi iTech Pvt Ltd,2-5 Yrs,Delhi / NCR,5-10 Lacs PA,5-10 ,5,10 ,7.5,2-5 ,2,5 ,3.5
IT Recruiter_ Contract role _ Looking For Immediate Joiners,CIEL HR,3-5 Yrs,"Hybrid - Bellary/ Ballari, Karnataka, Bangalore/ Bengaluru, Karnataka",3.75-6.5 Lacs PA,3.75-6.5 ,3.75,6.5 ,5.125,3-5 ,3,5 ,4.0
Genesys Integration Developer,Cirruslabs,4-9 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru",10-20 Lacs PA,10-20 ,10,20 ,15.0,4-9 ,4,9 ,6.5
ADB,Buzzworks Business Services,6-8 Yrs,"Hybrid - Hyderabad/ Secunderabad, Telangana, Bangalore/ Bengaluru, Karnataka",11-21 Lacs PA,11-21 ,11,21 ,16.0,6-8 ,6,8 ,7.0
Spark streaming Expert,KPI Partners,6-11 Yrs,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",15-27.5 Lacs PA,15-27.5 ,15,27.5 ,21.25,6-11 ,6,11 ,8.5
Spark Streaming/Spark/Scala Opening,Fragma Data Systems,4-9 Yrs,Remote,10-20 Lacs PA,10-20 ,10,20 ,15.0,4-9 ,4,9 ,6.5
Immediate Fullstack Bigdata Developer openings with MNC's,Future Focus Infotech,5-10 Yrs,Bangalore/Bengaluru,3-8 Lacs PA,3-8 ,3,8 ,5.5,5-10 ,5,10 ,7.5
Practice Head / Solution Architect - Snowflake,Codeforce 360,9-12 Yrs,Hyderabad/Secunderabad,10-15 Lacs PA,10-15 ,10,15 ,12.5,9-12 ,9,12 ,10.5
Opening For Full Stack Engineer - Dell Boomi Immediate Joiners Only,Inchcape Shipping Services,5-8 Yrs,Remote,10-20 Lacs PA,10-20 ,10,20 ,15.0,5-8 ,5,8 ,6.5
Cloud Engineer / IT Infrastructure,CIEL HR,4-8 Yrs,"Hybrid - Mohali, Chandigarh",12-20 Lacs PA,12-20 ,12,20 ,16.0,4-8 ,4,8 ,6.0
Integration Engineer - Mulesoft,Innovior Pty. Ltd.,3-8 Yrs,"Hybrid - Hyderabad/Secunderabad, Jaipur",9-19 Lacs PA,9-19 ,9,19 ,14.0,3-8 ,3,8 ,5.5
Technical Sales Solutioning Engineer,Excelra,10-15 Yrs,Hyderabad/Secunderabad,40-45 Lacs PA,40-45 ,40,45 ,42.5,10-15 ,10,15 ,12.5
Lead- Oracle BI Apps Developer- Software Product Co- Hyderabad,Straategic Hrd Consultancy Service,5-10 Yrs,Hybrid - Hyderabad/Secunderabad(Gachibowli),15-25 Lacs PA,15-25 ,15,25 ,20.0,5-10 ,5,10 ,7.5
ETL Developer - Informatica or SSIS or Similar Tools,Pegasus Knowledge Solutions India,5-10 Yrs,Bangalore/Bengaluru(Banashankari Stage II),5-15 Lacs PA,5-15 ,5,15 ,10.0,5-10 ,5,10 ,7.5
Bigdata Python Pyspark,Jobstv India,5-10 Yrs,"Chennai, Bangalore/Bengaluru",19-22.5 Lacs PA,19-22.5 ,19,22.5 ,20.75,5-10 ,5,10 ,7.5
Apache Airflow Developer,Inumellas Consultancy Services,6-11 Yrs,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",18-27.5 Lacs PA,18-27.5 ,18,27.5 ,22.75,6-11 ,6,11 ,8.5
AI Developer,1Point1,5-8 Yrs,"Navi Mumbai, Maharashtra",10-15 Lacs PA,10-15 ,10,15 ,12.5,5-8 ,5,8 ,6.5
Fullstack Developer,Tekeinstein,3-7 Yrs,Remote,3-8 Lacs PA,3-8 ,3,8 ,5.5,3-7 ,3,7 ,5.0
Ab initio,Human Asset,3-7 Yrs,"Navi Mumbai, Maharashtra",5.5-15 Lacs PA,5.5-15 ,5.5,15 ,10.25,3-7 ,3,7 ,5.0
"PySpark Developer / 4 - 8 yrs / Pune, Bangalore, Kochi, Kolkata, Hyd",Wize Careers Consultants,6-8 Yrs,"Pune, Maharashtra",10-20 Lacs PA,10-20 ,10,20 ,15.0,6-8 ,6,8 ,7.0
Snowflake Developer,Clairvoyant India,4-7 Yrs,Remote,20-25 Lacs PA,20-25 ,20,25 ,22.5,4-7 ,4,7 ,5.5
Python Programmer,Shorthills Tech,2-4 Yrs,"New Delhi, Delhi, Gurgaon/ Gurugram, Haryana",20-25 Lacs PA,20-25 ,20,25 ,22.5,2-4 ,2,4 ,3.0
SAP MM Officer,Reliable Autotech,1-4 Yrs,"Nasik/ Nashik, Maharashtra",3-4.5 Lacs PA,3-4.5 ,3,4.5 ,3.75,1-4 ,1,4 ,2.5
SAP MM Officer,Reliable Autotech,1-4 Yrs,"Nasik/ Nashik, Maharashtra",3-4.5 Lacs PA,3-4.5 ,3,4.5 ,3.75,1-4 ,1,4 ,2.5
Interview Success Expert (Placement Coordinator),Nxtwave Disruptive Technologies,1-2 Yrs,Hyderabad/Secunderabad,3-4 Lacs PA,3-4 ,3,4 ,3.5,1-2 ,1,2 ,1.5
Fullstack Developer,ABL Education,2-4 Yrs,"Noida, Uttar Pradesh",3-6 Lacs PA,3-6 ,3,6 ,4.5,2-4 ,2,4 ,3.0
Technical Architect (Gurgaon)- Spring Boot/NodeJs/Microservices,Lemon Tree Staffing,9-14 Yrs,Gurgaon/Gurugram,50-60 Lacs PA,50-60 ,50,60 ,55.0,9-14 ,9,14 ,11.5
Abinitio Developer,Evoke HR,3-8 Yrs,"Gurgaon/ Gurugram, Haryana",10-20 Lacs PA,10-20 ,10,20 ,15.0,3-8 ,3,8 ,5.5
SSIS Developer,Adastra Corp,3-6 Yrs,Remote,8-15 Lacs PA,8-15 ,8,15 ,11.5,3-6 ,3,6 ,4.5
Informatica Developer,Gi Group,4-9 Yrs,"Gurgaon/ Gurugram, Haryana",6-16 Lacs PA,6-16 ,6,16 ,11.0,4-9 ,4,9 ,6.5
Snowflake Developer,Indium Software,4-9 Yrs,Remote,5-15 Lacs PA,5-15 ,5,15 ,10.0,4-9 ,4,9 ,6.5
Software Developer For Scala / Spark || MNC Client || Remote,NR Consulting,8-12 Yrs,Remote,15-30 Lacs PA,15-30 ,15,30 ,22.5,8-12 ,8,12 ,10.0
Full time Classroom - Software Trainer,NareshIT,5-10 Yrs,Hyderabad/Secunderabad,5-15 Lacs PA,5-15 ,5,15 ,10.0,5-10 ,5,10 ,7.5
Database Architect,Prativa Devi Paul,5-10 Yrs,"Kolkata, West Bengal",5-14 Lacs PA,5-14 ,5,14 ,9.5,5-10 ,5,10 ,7.5
Python Software Developer,Insife India,3-6 Yrs,"Noida, Uttar Pradesh",8-15 Lacs PA,8-15 ,8,15 ,11.5,3-6 ,3,6 ,4.5
Angular Developer,Kizora Software,3-6 Yrs,"Nagpur, Maharashtra",8-10 Lacs PA,8-10 ,8,10 ,9.0,3-6 ,3,6 ,4.5
Full Stack Developer,Cyret Technologies,5-7 Yrs,Sangli,12-14 Lacs PA,12-14 ,12,14 ,13.0,5-7 ,5,7 ,6.0
Sas Di Developer ,EXL,4-9 Yrs,"Pune, Gurgaon/Gurugram",17-32 Lacs PA,17-32 ,17,32 ,24.5,4-9 ,4,9 ,6.5
Full Stack Developer,Self Tech Solutions,2-7 Yrs,Nagpur,4-9 Lacs PA,4-9 ,4,9 ,6.5,2-7 ,2,7 ,4.5
Amazon Redshift (Chennai),Krazy Mantra,3-8 Yrs,Chennai,15-25 Lacs PA,15-25 ,15,25 ,20.0,3-8 ,3,8 ,5.5
GCP Developer,Manek Consulting,2-4 Yrs,"Mumbai, Maharashtra, Mumbai Suburban, Maharashtra, Mumbai (All Areas)",10-20 Lacs PA,10-20 ,10,20 ,15.0,2-4 ,2,4 ,3.0
.Net Developer,Avi Networks,3-7 Yrs,"Mohali, Punjab",70000-1.5 Lacs PA,0.7-1.5 ,0.7,1.5 ,1.1,3-7 ,3,7 ,5.0
Sales Manager - Europe,Kellton,7-12 Yrs,Delhi / NCR,10-17 Lacs PA,10-17 ,10,17 ,13.5,7-12 ,7,12 ,9.5
Kafka Consultant,Premium,2-7 Yrs,"Bhiwandi, Goregaon, Kalyan/Dombivli, Mumbai (All Areas)(Powai)",13-23 Lacs PA,13-23 ,13,23 ,18.0,2-7 ,2,7 ,4.5
Fullstack Web Developer,Boolean Digital Studio Llp,3-5 Yrs,Noida,40 Lacs PA,40 ,40 ,40 ,40 ,3-5 ,3,5 ,4.0
Sales Manager - Europe,Kellton,7-12 Yrs,Delhi / NCR,10-17 Lacs PA,10-17 ,10,17 ,13.5,7-12 ,7,12 ,9.5
"e-Zest is hiring For Python Developer (Python,Djano & Flask)",e Zest,5-9 Yrs,Pune,5.5-15.5 Lacs PA,5.5-15.5 ,5.5,15.5 ,10.5,5-9 ,5,9 ,7.0
