Title,Company,Experience,Location,Salary
Analyst,Heisentech Solutions,1-4 Yrs,Mumbai,Not disclosed
Business Analyst,Cargoflash Infotech,3-6 Yrs,Gurgaon,Not disclosed
Business Analyst,CONTUS TECH,3-6 Yrs,Chennai,Not disclosed
Analyst,Dolphinplacements,3-8 Yrs,New Delhi,Not disclosed
Business Analyst,Coretus Technologies,2-7 Yrs,Rajkot,Not disclosed
Analyst,Travelex,1-3 Yrs,Mumbai,Not disclosed
Business Analyst,Seven Consultancy (HR Solution),3-5 Yrs,Mumbai,Not disclosed
Business Analyst,Seven Consultancy (HR Solution),3-8 Yrs,Chennai,Not disclosed
Business Analyst,Seven Consultancy (HR Solution),3-8 Yrs,New Delhi,Not disclosed
TIBCO Spotfire Analyst,Anicalls,5-10 Yrs,Chennai,Not disclosed
Business Analyst,Sachtech Solution,1-6 Yrs,Mohali,Not disclosed
HRST - Consultant / Analyst,Fusion Plus Solutions,2-6 Yrs,Hyderabad/Secunderabad,Not disclosed
Fenergo Developer/Analyst,Fusion Plus Solutions,3-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Windchill PLM Business Analyst,Fusion Plus Solutions,5-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Ways & Means Technology,1-8 Yrs,Jaipur,Not disclosed
Business Analyst,Fusion Plus Solutions,6-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Bussiness analyst,Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business/Project Analyst,Fusion Plus Solutions,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business analysts-Jira,Fusion Plus Solutions,5-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Business analysts,Fusion Plus Solutions,5-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst(KYC),Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst with Airline domain,Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst in Airline domain,Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst cum Scrum Master,Fusion Plus Solutions,8-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst (BODS),Fusion Plus Solutions,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,3-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,5-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,6-12 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,5-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fusion Plus Solutions,5-10 Yrs,Pune,Not disclosed
AEM Business Analyst,Fusion Plus Solutions,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Analyst,Milliman,2-4 Yrs,"New Delhi, Gurgaon/Gurugram",Not disclosed
Best job opening for business analyst at indore.,Capital Aim,2-5 Yrs,Indore,Not disclosed
Python Business Analyst For Trivandrum,Kenan Management Consultants Private Limited,4-6 Yrs,Trivandrum/Thiruvananthapuram,Not disclosed
Business Analyst Geospatial,Vassar Labs,5-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,FLEDON Group,1-3 Yrs,Vasai,Not disclosed
Business Analyst,Xicom Technologies,3-5 Yrs,Delhi,Not disclosed
Business Analyst,AKS Interactive Solutions Pvt. Ltd,3-8 Yrs,Delhi,Not disclosed
Analyst - Incubation,VILLGRO,2-3 Yrs,Chennai,Not disclosed
Business Analyst,Propel Technologies Inc,2-7 Yrs,Chennai,Not disclosed
Fare Analyst,Strategic Talent,1-3 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Strategic Talent,4-8 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Birlamedisoft,3-8 Yrs,Pune,Not disclosed
Business Analyst - Magento,Brainvire Infotech,4-9 Yrs,"Mumbai, Ahmedabad",Not disclosed
Business Analyst,Element5,2-8 Yrs,Chennai,Not disclosed
Business Analyst,Prgx India,2-3 Yrs,Pune,Not disclosed
Business Analyst,Cubet,2-3 Yrs,"Kochi/Cochin, Chennai",Not disclosed
Business Analyst,Silicon IT Hub Pvt. Ltd,2-4 Yrs,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara",Not disclosed
Business Analyst,E QL Business Solutions,5-10 Yrs,Mumbai,Not disclosed
Business Analyst,e Zest,4-9 Yrs,Pune,Not disclosed
Business Analyst,Sanswai Technologies,1-6 Yrs,Pune,Not disclosed
Business Analyst,Innova Solutions India,10-12 Yrs,Chennai,Not disclosed
Business Analyst,DC Consultants,8-10 Yrs,Kolkata,Not disclosed
Mining Analyst,Kalkine,1-4 Yrs,Noida,Not disclosed
Business Analyst,Aarna Systems,2-7 Yrs,Pune,Not disclosed
Business Analyst,IndraSur,3-8 Yrs,Mohali,Not disclosed
Business Analyst,7 Consultancy,2-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Zenexparteners,1-3 Yrs,Chennai,Not disclosed
Business Analyst,Zenexparteners,1-2 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Zenexparteners,1-3 Yrs,Mumbai,Not disclosed
Business Analyst,HuQuo Consulting Pvt. Ltd.,7-9 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Clinaarc Clinical Datamanagement,1-6 Yrs,Nagpur,Not disclosed
Business Analyst,Kiya.ai,7-12 Yrs,Mumbai,Not disclosed
Business Analyst,Kiya.ai,7-12 Yrs,Mumbai,Not disclosed
Business Analyst,Exioms,3-8 Yrs,Pune,Not disclosed
Business Analyst,InApp,2-8 Yrs,"Kochi/Cochin, Trivandrum/Thiruvananthapuram",Not disclosed
Business Analyst,3sixty It Solutions,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,Vakilsearch Pvt Ltd.,4-6 Yrs,Chennai,Not disclosed
Business Analyst,Factweavers Technologies,4-9 Yrs,Kochi/Cochin,Not disclosed
Business Analyst,Mycityindore,3-5 Yrs,Indore,Not disclosed
Business Analyst,Xfusion Technologies,3-8 Yrs,Kolkata,Not disclosed
Security Analyst,Diverse Lynx,2-6 Yrs,Chennai,Not disclosed
Business Analyst,Rishabh Software,5-7 Yrs,Vadodara,Not disclosed
Business Analyst,iT People Corporation,4-9 Yrs,Hyderabad/Secunderabad,Not disclosed
Dotnet Developer / Analyst Programmer,Xecom Information Technologies,1-5 Yrs,Pune,Not disclosed
Business Analyst,Sterison Technology,2-7 Yrs,Kanyakumari,Not disclosed
Business Analyst,Appenics Technologies,2-5 Yrs,Jaipur,Not disclosed
Business Analyst,Alphaware Next Technologies,1-3 Yrs,Mumbai,Not disclosed
Business Analyst,Ascendion Engineering,1-3 Yrs,Vadodara,Not disclosed
Apex Progammer/Analyst,Anicalls,5-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business/EDP Analyst,Bagful International,2-7 Yrs,Mohali,Not disclosed
Business Analyst,Helios Solutions,3-7 Yrs,Vadodara,Not disclosed
Murex Business Analyst,Insights India Relationship Mgmt Services,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,Hexonica,3-8 Yrs,Pune,Not disclosed
Business Analyst,CR2 Technologies,1-4 Yrs,Ahmedabad,Not disclosed
Business Analyst - LMS,Netsyscon,3-5 Yrs,Jaipur,Not disclosed
Business Analyst,Whizhunt Management Consultancy Services,2-5 Yrs,Hyderabad,Not disclosed
Business Analyst,SSP,4-8 Yrs,"Panipat, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurgaon/Gurugram, Hissar/Hisar",Not disclosed
Business Analyst,Dealersocket,2-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst (Arcon),Sourcegrids Consulting Llp,1-4 Yrs,Mumbai,Not disclosed
Business Analyst,Sourcegrids Consulting Llp,1-4 Yrs,Mumbai,Not disclosed
Business Analyst,Sourcegrids Consulting Llp,1-4 Yrs,Pune,Not disclosed
Analyst,Mindworks Global Media Services,1-4 Yrs,Noida,Not disclosed
Buniness Analyst,Valuable Group,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,Bemasterly,1-3 Yrs,Mumbai,Not disclosed
Business Analytics Analyst,Boundaryless,3-8 Yrs,Pune,Not disclosed
Business Analyst,Superior Innovative Technologies,5-10 Yrs,Chennai,Not disclosed
Business Analyst,CONTUS TECH,2-7 Yrs,Chennai,Not disclosed
Business Analyst,Icanio Technologies,4-9 Yrs,Hyderabad/Secunderabad,Not disclosed
Pricing Analyst II,Stefanini,3-6 Yrs,Noida,Not disclosed
Business Analyst,PANAMAX,4-9 Yrs,Ahmedabad,Not disclosed
Analyst,DataTracks,1-3 Yrs,Chennai,Not disclosed
Cloud Business Analyst,CD Cloudenablers,4-9 Yrs,Chennai,Not disclosed
Business Analyst,W3care Technologies,1-5 Yrs,Jaipur,Not disclosed
Project manager /Business Analyst,"Cittabase Solutions Pvt Ltd.,",2-8 Yrs,Chennai,Not disclosed
Business Analyst,Clayfin Technologies,3-7 Yrs,Chennai,Not disclosed
Business Analyst,Extentia,4-9 Yrs,Pune,Not disclosed
Business Analysts,Savvysoft Technologies,8-13 Yrs,Chennai,Not disclosed
Business analyst,Magellanix Technology Solutions,1-4 Yrs,Chennai,Not disclosed
Analyst,RF Managed Services,2-3 Yrs,Chennai,Not disclosed
"Analyst,Business Analyst",Netxcell,8-13 Yrs,Mumbai,Not disclosed
"Analyst,Business Analyst",Netxcell,2-5 Yrs,Mumbai,Not disclosed
Business Analyst,Gigmo Solutions,4-8 Yrs,Gurgaon/Gurugram,Not disclosed
Job Opening for Business Analyst,Vernon Technology Solutions,5-7 Yrs,Mumbai,Not disclosed
Business Analyst,Hexagon Global It Services,3-4 Yrs,Mumbai,Not disclosed
Business Analyst,placementplanet,2-6 Yrs,Ahmedabad,Not disclosed
Business Analyst,Indent Online Supplies,2-3 Yrs,Mumbai,Not disclosed
Business Analyst,Cloudnow Technologies,1-4 Yrs,Chennai,Not disclosed
Analyst (Tracking),Ormax Media,1-3 Yrs,Mumbai,Not disclosed
TREND ANALYST,Krapes Solutions,2-6 Yrs,Chennai,Not disclosed
Manager business Analyst,Rarr Technologies,6-10 Yrs,Noida,Not disclosed
Analyst - Snowflake,Teachers Insurance and Annuity Association of America (TIAA),2-5 Yrs,Mumbai,Not disclosed
FP&A Analyst,OTT Hydromet,2-5 Yrs,Mumbai,Not disclosed
Manual Tester / QA Tester / QA Analyst,Apex Jobs,3-8 Yrs,Noida,Not disclosed
Analyst,V6jobsmart,3-8 Yrs,New Delhi,Not disclosed
Business Analyst,Webspero Solutions,1-2 Yrs,Mohali,Not disclosed
Business Analyst,Jumpingminds,1-3 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Intenext Solutions,1-4 Yrs,Patna,Not disclosed
Business Analyst,Syum Technology,3-5 Yrs,Mumbai,Not disclosed
Business Analyst ( NLP / AI Projects ),Mindwise Solutions,4-6 Yrs,Chennai,Not disclosed
Business Analyst,Techspawn,3-5 Yrs,Pune,Not disclosed
Analyst - Empower,Empower Tamizhagam,2-7 Yrs,Chennai,Not disclosed
Business Analyst,Echofeel,4-9 Yrs,Mumbai,Not disclosed
Business Analyst,Gaian Consultants,2-3 Yrs,Hyderabad,Not disclosed
Business Analyst,Gaian Solutions,2-3 Yrs,Hyderabad,Not disclosed
Business Analyst,Skynet Technologies,2-7 Yrs,Pune,Not disclosed
Analyst,Mycityahmedabad,2-3 Yrs,Ahmedabad,Not disclosed
Business Analyst,Right Step Consulting,4-7 Yrs,Gurgaon,Not disclosed
Analyst,Right Step Consulting,1-3 Yrs,Pune,Not disclosed
Business Analyst,Right Step Consulting,3-8 Yrs,Gurgaon,Not disclosed
Business Analyst,Right Step Consulting,3-5 Yrs,Gurgaon,Not disclosed
Business analyst,Chhariot Solutions,6-10 Yrs,Pune,Not disclosed
Business Analyst,Deciman,5-10 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst (BPM),NJ Group,1-3 Yrs,Surat,Not disclosed
Analyst,Reval Analytics,1-6 Yrs,Pune,Not disclosed
Business Analyst,Zakapps Software,2-7 Yrs,Chennai,Not disclosed
Business Analyst,Vistex Asia Pacific,1-5 Yrs,Hyderabad/Secunderabad,Not disclosed
analyst,HyreFox Consultants Pvt Ltd,1-5 Yrs,Mumbai,Not disclosed
Business Analyst,Thinkpalm Technologies,4-8 Yrs,"Kochi/Cochin, Chennai, Trivandrum/Thiruvananthapuram",Not disclosed
Business Analyst,Diverse Lynx,1-5 Yrs,New Delhi,Not disclosed
Business Analyst,Kate Technologies,3-8 Yrs,Hyderabad/Secunderabad,Not disclosed
BUSINESS ANALYST,Fastlink Hr,1-4 Yrs,"Kochi/Cochin, Thrissur/Trichur, Calicut/Kozhikode, Trivandrum/Thiruvananthapuram",Not disclosed
Analyst,Jade Global,2-5 Yrs,Pune,Not disclosed
Business Analyst,Future Profilez Pvt. Ltd,2-3 Yrs,Jaipur,Not disclosed
Business Analyst,Zenexparteners,4-7 Yrs,Noida,Not disclosed
Business Analyst,Zenexparteners,1-3 Yrs,Pune,Not disclosed
Business Analyst,Zenexparteners,3-5 Yrs,Indore,Not disclosed
Business Analyst,Ascendion Engineering,1-3 Yrs,Vadodara,Not disclosed
Cloud Business Analyst,CoreStack,4-9 Yrs,Chennai,Not disclosed
Business Analyst,Vcomply,1-4 Yrs,Kolkata,Not disclosed
Business Analyst - Health,Talent Zone Consultant,5-8 Yrs,Hyderabad,Not disclosed
Business Analyst - NLP / AI Project,Mindwise Solutions,4-6 Yrs,Chennai,Not disclosed
Business Analyst,Ideas To Impacts Innovation,2-5 Yrs,Pune,Not disclosed
Business Analyst - Rootinfosol,Root Info Solutions,1-4 Yrs,Delhi,Not disclosed
Subject Matter Expert / Business Analyst,Ascental Solutions,2-6 Yrs,Hyderabad,Not disclosed
Analyst - Botany,Terracon Ecotech,1-2 Yrs,Mumbai,Not disclosed
Quantum analyst,Sanguine Technologies,4-9 Yrs,Delhi,Not disclosed
Bussiness analyst,Sanguine Technologies,4-7 Yrs,"Noida, Gurgaon, Manesar",Not disclosed
Business Analyst,Amnex,3-5 Yrs,Ahmedabad,Not disclosed
Business Analyst,Inmorphis Services,4-5 Yrs,Noida,Not disclosed
Analyst,Consumer Sketch,3-6 Yrs,Vadodara,Not disclosed
Business Analyst,4i Apps,3-8 Yrs,Chennai,Not disclosed
Business Analyst,Destiny Hr Group Services,4-9 Yrs,Noida,Not disclosed
Business Analyst,N-Axis Software Technologies Pvt Ltd,5-10 Yrs,"Hyderabad, Hyderabad/Secunderabad",Not disclosed
FPNA Analyst,Inchcape Shipping Services,1-5 Yrs,Chennai,Not disclosed
Business Analyst,Congruent Solutions,1-2 Yrs,Chennai,Not disclosed
Business Analyst,Adglobal360,4-7 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Ayushya Healthcare,1-3 Yrs,Mumbai,Not disclosed
Business Analyst,Scizers IoT Pvt Ltd.,1-4 Yrs,"Mohali, Punjab, Chandigarh, Chandigarh",3-4 Lacs PA
Business Analyst,Naviga,4-7 Yrs,"Hybrid - Noida, Uttar Pradesh",Not disclosed
Business Analyst,Xieno,3-8 Yrs,Jaipur,Not disclosed
Credit Analyst,X10 Financial Services,2-5 Yrs,Delhi,Not disclosed
Analyst Operations,X10 Financial Services,1-3 Yrs,Delhi,Not disclosed
Analyst,Milliman,1-2 Yrs,"New Delhi, Gurgaon/Gurugram",Not disclosed
Business Analyst,Ebix,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Fullstack Solutions,2-5 Yrs,Delhi,Not disclosed
Business Analyst,Robust Designs,2-7 Yrs,Mumbai,Not disclosed
Business Analyst- Restaurant POS,Triosoft Technologies,1-6 Yrs,Bhopal,Not disclosed
Business Analyst,Triosoft Technologies,1-6 Yrs,Bhopal,Not disclosed
Analyst,Infinity Group,3-8 Yrs,Gurgaon,Not disclosed
business analyst,Capital Aim,3-8 Yrs,Indore,Not disclosed
Business Analyst- Experience,Samrat Technologies,1-4 Yrs,Muktsar,Not disclosed
Business Analyst,Cushman Wakefield,2-5 Yrs,Gurgaon/Gurugram,Not disclosed
Analyst (Band B1/B2),Imurgence,3-5 Yrs,Gurgaon,Not disclosed
Estimator Analyst,FYI Creative Marketing Pvt. Ltd.,3-8 Yrs,Mumbai,Not disclosed
Business Analyst,Clifyx Technology,1-4 Yrs,Salem,Not disclosed
Business Analyst,Squircle IT,4-7 Yrs,Mumbai,Not disclosed
Business Analyst,Zayako Technologies,2-3 Yrs,Jalandhar,Not disclosed
Business Analyst,Mxpertz,2-7 Yrs,Indore,Not disclosed
BUSINESS ANALYST,Cilans Systems,5-10 Yrs,Ahmedabad,Not disclosed
Business Analyst,BookMyHouse.Com,7-8 Yrs,Gurgaon,Not disclosed
Business Analyst,Mycityindore,2-5 Yrs,Indore,Not disclosed
Business Analyst,Protildo,5-10 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Elancier,1-2 Yrs,Madurai,Not disclosed
Business Analyst,IB Services &amp;amp; Technologies,1-4 Yrs,Pune,Not disclosed
Business Analyst,Angler Technologies,2-5 Yrs,Coimbatore,Not disclosed
Business Analyst,Pragmatic,2-3 Yrs,Pune,Not disclosed
Business Analyst,Virtue Soft,3-8 Yrs,Hyderabad,Not disclosed
Business Analyst,LeadSquared,1-3 Yrs,Noida,Not disclosed
Business Analyst,Puzzle Innovationz,1-4 Yrs,Jaipur,Not disclosed
Business Analyst,Metlife,5-8 Yrs,Noida,Not disclosed
Business Analyst,Ignatiuz Software,1-6 Yrs,Indore,Not disclosed
Business Analyst,Icreate,3-7 Yrs,Ahmedabad,Not disclosed
Business Analyst,Acme Services,7-8 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Acme Services,1-5 Yrs,Mumbai,Not disclosed
Business Analyst,Acme Services,1-5 Yrs,Chennai,Not disclosed
Business Analyst,Acme Services,1-5 Yrs,Pune,Not disclosed
Business Analyst,Acme Services,1-5 Yrs,Mumbai,Not disclosed
Analyst,MUFG Bank,1-7 Yrs,Mumbai,Not disclosed
Business Analyst,Acme Services,4-5 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Acme Services,1-5 Yrs,Mumbai,Not disclosed
Analyst,Milliman,2-5 Yrs,"New Delhi, Gurgaon/Gurugram",Not disclosed
Business Analyst,Root Info Solutions,1-4 Yrs,Delhi,Not disclosed
RLS Analyst,Squircle IT,2-4 Yrs,Pune,Not disclosed
Business Analyst,Squircle IT,3-5 Yrs,Mumbai,Not disclosed
Business Analyst,50 Hertz,2-5 Yrs,Delhi,Not disclosed
Business Analyst,Domit & Kamel Telco,2-5 Yrs,Mumbai,Not disclosed
Business Analyst,Inventyv Software Services,1-3 Yrs,Ahmedabad,Not disclosed
Business Analyst,ANR Software,4-6 Yrs,Noida,Not disclosed
Business Analyst,My City Jaipur,1-3 Yrs,Jaipur,Not disclosed
Business Analyst,7 Consultancy,3-6 Yrs,karnataka,Not disclosed
Business Analyst,HyreFox Consultants Pvt Ltd,2-6 Yrs,Jaipur,Not disclosed
Business Analyst,Incapsulate,4-9 Yrs,Ahmedabad,Not disclosed
Business Analyst (BA),Evia Information Systems,4-6 Yrs,Mumbai,Not disclosed
Research Analyst,Bonafide Research,1-3 Yrs,Vadodara,Not disclosed
BA(Business Analyst),Excelent Edu-tech Solution,2-4 Yrs,Ahmedabad,Not disclosed
Business Analyst,NR Consulting,3-6 Yrs,Mumbai,Not disclosed
Business Analyst,AM NS India,4-6 Yrs,Mumbai,Not disclosed
AWS Analyst,Anicalls,5-7 Yrs,Chennai,Not disclosed
NAM/NetIQ Analyst,Anicalls,5-8 Yrs,Noida,Not disclosed
Microsoft BizTalk Analyst,Anicalls,5-7 Yrs,Chennai,Not disclosed
Lawson Analyst,Anicalls,5-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Ethical Hacking Analyst,Anicalls,5-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Cyber Sec Analyst,Anicalls,5-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Cyber Sec Analyst,Anicalls,5-8 Yrs,Noida,Not disclosed
Tibco EBX Analyst,Anicalls,5-9 Yrs,Noida,Not disclosed
SCC Analyst,Anicalls,8-10 Yrs,Chennai,Not disclosed
Business Analyst,Cliqhr,7-9 Yrs,Mumbai,Not disclosed
Business Analyst,Capermint Technologies Pvt Ltd,1-3 Yrs,Ahmedabad,Not disclosed
Business Analyst,JRG Software & Technologies,1-2 Yrs,Jaipur,Not disclosed
Business Analyst,Navigators Software,3-8 Yrs,Kolkata,Not disclosed
Business Analyst,Pxsn,2-3 Yrs,Pune,Not disclosed
Business Analyst,Pxsn,3-5 Yrs,Pune,Not disclosed
IBK Analyst,Equirus Capital Pvt Ltd,1-2 Yrs,Mumbai,Not disclosed
Research Analyst (MSME),CEEW,3-4 Yrs,New Delhi,Not disclosed
Business Analyst,Blue Umbrella India Pvt. Ltd.,1-3 Yrs,New Delhi,Not disclosed
Business Analyst / Account Manager,Wpoets Technology,3-8 Yrs,Pune,Not disclosed
Business Analyst (AECC),Studyreach,3-5 Yrs,Chennai,Not disclosed
Business Analyst,D'source,2-3 Yrs,Nasik/Nashik,Not disclosed
Business Analyst,ION,5-10 Yrs,Mumbai,Not disclosed
Business Analyst,Custom Soft,1-5 Yrs,Pune,Not disclosed
Business Analyst,Mycitypune,7-9 Yrs,Pune,Not disclosed
Business Analyst,Techneurons,1-4 Yrs,Kochi/Cochin,Not disclosed
Business Analyst,Takshashila Consulting,1-3 Yrs,New Delhi,Not disclosed
Business Analyst,3sixty It Solutions,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,YAN It Solutions,7-10 Yrs,Pune,Not disclosed
Business Analyst,Schwing Stetter India,2-4 Yrs,Chennai,Not disclosed
Business Analyst,Rimini Street,4-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Analyst,Milliman,1-3 Yrs,"New Delhi, Gurgaon/Gurugram",Not disclosed
BUSINESS ANALYST,Classteacher Learning Systems,1-3 Yrs,Gurgaon/Gurugram,Not disclosed
"Business Analyst, Materials",GE Appliances,3-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst cum Project Co ordinator,Technousa Consulting Services Pvt. Ltd.,2-7 Yrs,"Delhi, padampur",Not disclosed
Business Analyst,Integra Global Solutions,10-15 Yrs,Coimbatore,Not disclosed
Business Analyst,Integra Global Solutions,10-12 Yrs,Coimbatore,Not disclosed
SMM ANALYST,Orbhr Services,3-8 Yrs,Chennai,Not disclosed
BUSINESS ANALYST,Orbhr Services,3-6 Yrs,Chennai,Not disclosed
Analyst,MUFG Bank,5-7 Yrs,Mumbai,Not disclosed
Business Analyst,Brainchamber Technologies,3-5 Yrs,"Kolhapur, Pune",Not disclosed
FP&A Analyst,Zeta Global,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst - zipp,Cfs-zipp,3-6 Yrs,Chennai,Not disclosed
Analyst,Supplycopia Software Services,3-4 Yrs,Noida,Not disclosed
Sentinel Use Case Analyst,Cyberproof,4-9 Yrs,Kulathur,Not disclosed
Business Analyst,Invent Softlabs,2-4 Yrs,Chennai,Not disclosed
Business Analyst,Simpleworks Solutions,1-4 Yrs,Delhi,Not disclosed
Business Analyst,Pxsn,2-7 Yrs,"Pune, Pune",Not disclosed
Business Analyst,7 Consultancy,3-6 Yrs,Mumbai,Not disclosed
Equity Research Analyst,Anush Shares Securities,2-7 Yrs,Chennai,Not disclosed
Business Analyst,Reconnect Energy Solutions,8-13 Yrs,Mumbai,Not disclosed
Salesforce Business Analyst Scrum Master,Cornerstone India,3-8 Yrs,Pune,Not disclosed
Business Analyst,Navayuga Infotech,1-3 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Talent Zone Consultant,7-13 Yrs,Chennai,Not disclosed
Business Analyst,Diverse Lynx,1-5 Yrs,Gurgaon,Not disclosed
Business Analyst,Diverse Lynx,1-3 Yrs,Kolkata,Not disclosed
Service Desk Analyst,Diverse Lynx,1-5 Yrs,Hyderabad,Not disclosed
Production Support Analyst,Diverse Lynx,1-5 Yrs,Gurgaon,Not disclosed
Business Analyst,Webfusion Solutions,2-5 Yrs,Surat,Not disclosed
QRadar Analyst,Anicalls,5-8 Yrs,Chennai,Not disclosed
Qradar Analyst,Anicalls,5-8 Yrs,Mumbai,Not disclosed
MacOS Analyst,Anicalls,5-8 Yrs,Chennai,Not disclosed
MacOS Analyst,Anicalls,5-8 Yrs,Mumbai,Not disclosed
Kafka Analyst,Anicalls,5-8 Yrs,Chennai,Not disclosed
Kafka Analyst,Anicalls,5-8 Yrs,Mumbai,Not disclosed
IBM Analyst,Anicalls,6-8 Yrs,Chennai,Not disclosed
EPM Analyst,Anicalls,5-7 Yrs,Hyderabad/Secunderabad,Not disclosed
EPM Analyst,Anicalls,5-7 Yrs,Noida,Not disclosed
Cold Fusion Analyst/developer,Anicalls,6-8 Yrs,Noida,Not disclosed
Artificial Intelligent Analyst,Anicalls,5-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Analyst - Loan Adminstration,Citco,2-6 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Accrualify India,1-4 Yrs,Nagpur,Not disclosed
Business Analyst,Spotflock Technologies,3-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,IncubXperts,3-4 Yrs,Pune,Not disclosed
Business Analyst Service Now,Skillety,1-3 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Seven Consultancy (HR Solution),1-4 Yrs,New Delhi,Not disclosed
Business Analyst,Seven Consultancy (HR Solution),3-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Congruent Solutions,1-2 Yrs,Chennai,Not disclosed
PSM / Business Analyst,ZINFI,1-4 Yrs,Kolkata,Not disclosed
Business Analyst,Serosoft Solutions,3-5 Yrs,Indore,Not disclosed
Business Analyst,V Konnect,3-8 Yrs,"Mumbai, Pune, Ahmedabad, Surat",Not disclosed
Business Analyst,Aloha Technology,2-5 Yrs,Pune,Not disclosed
Business Analyst,True Value Infosoft,2-7 Yrs,Jaipur,Not disclosed
AppSec Analyst,Rarr Technologies,9-14 Yrs,Mumbai,Not disclosed
Business Analyst,DCKAP,2-7 Yrs,Chennai,Not disclosed
Business Analyst,N-Axis Software Technologies Pvt Ltd,2-7 Yrs,Hyderabad,Not disclosed
Business Analyst,Elsner Technologies,3-5 Yrs,Ahmedabad,Not disclosed
Business Analyst,IBS Software Services,5-8 Yrs,Trivandrum/Thiruvananthapuram,Not disclosed
Business Analyst,CONTUS TECH,2-7 Yrs,"Chennai, Chennai",Not disclosed
Business Analyst,Universal Software,1-6 Yrs,Ahmedabad,Not disclosed
Business Analyst,Nstay Homes,1-4 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Ramco Systems,2-5 Yrs,Chennai,Not disclosed
Business Analyst,Webgensis,1-3 Yrs,Jaipur,Not disclosed
Analyst - RFP Response,Teachers Insurance and Annuity Association of America (TIAA),1-3 Yrs,Pune,Not disclosed
Business Analyst,Deliveroo,3-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Itlabz Technology,2-7 Yrs,Ghaziabad,Not disclosed
